;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
INSTNR;GRADE;TYPE;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;
280196;7. klassetrin;Ikke-vestlig;;;5;7;5;8;;;;;;;;
280197;7. klassetrin;Ikke-vestlig;;6;5;10;;;9;6;10;8;6;6;;
280198;7. klassetrin;Ikke-vestlig;;;;;7;;;9;;5;5;6;;
280202;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280203;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280205;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;11;7;
280206;7. klassetrin;Ikke-vestlig;;;;;10;13;10;10;;;;;;
280210;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280216;7. klassetrin;Ikke-vestlig;;;;;12;;7;10;8;12;11;;;
280222;7. klassetrin;Ikke-vestlig;9;7;;;9;7;7;;17;8;;;;
280239;7. klassetrin;Ikke-vestlig;;;;5;5;11;9;7;9;;10;;;
280240;7. klassetrin;Ikke-vestlig;;;;12;18;15;13;15;31;27;27;21;21;
280241;7. klassetrin;Ikke-vestlig;;;;6;;;;;;;;;;
280242;7. klassetrin;Ikke-vestlig;;;;14;16;17;8;17;19;18;16;;;
280270;7. klassetrin;Ikke-vestlig;;;;;;;;;6;;;6;;
280271;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;;8;;
280272;7. klassetrin;Ikke-vestlig;;;;;;9;5;6;7;6;9;10;14;
280284;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280295;7. klassetrin;Ikke-vestlig;43;35;37;29;23;27;27;25;27;31;29;29;35;
280316;7. klassetrin;Ikke-vestlig;;;;;5;5;;;;;;6;;
280319;7. klassetrin;Ikke-vestlig;;;;;11;10;9;7;11;18;11;18;22;
280320;7. klassetrin;Ikke-vestlig;;;;;;10;5;6;;;;;;
280321;7. klassetrin;Ikke-vestlig;;;;;9;10;10;7;9;8;9;8;6;
280325;7. klassetrin;Ikke-vestlig;26;28;26;27;34;33;25;29;28;41;30;32;33;
280327;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;;8;5;
280331;7. klassetrin;Ikke-vestlig;;;;;26;21;24;12;13;29;16;29;22;
280332;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280333;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280334;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
280335;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;7;;
280341;7. klassetrin;Ikke-vestlig;;7;6;6;9;7;;5;;5;9;10;11;
280342;7. klassetrin;Ikke-vestlig;;;;;31;37;32;34;37;37;35;27;34;
280344;7. klassetrin;Ikke-vestlig;7;;;;;;;;;;;;;
280346;7. klassetrin;Ikke-vestlig;13;13;7;5;12;12;11;14;;17;7;;;
280350;7. klassetrin;Ikke-vestlig;8;7;9;9;15;8;11;15;15;22;17;16;23;
280351;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280352;7. klassetrin;Ikke-vestlig;;5;;;;;;;6;5;;;;
280353;7. klassetrin;Ikke-vestlig;;;;;5;;;;8;;7;;8;
280354;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280357;7. klassetrin;Ikke-vestlig;10;11;9;10;8;7;7;;5;;;5;6;
280361;7. klassetrin;Ikke-vestlig;;;7;;;;;;10;6;8;7;5;
280362;7. klassetrin;Ikke-vestlig;;;;;;7;;;;7;6;6;9;
280392;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280396;7. klassetrin;Ikke-vestlig;;;;;;;20;15;16;8;10;9;8;
280397;7. klassetrin;Ikke-vestlig;;;;;;;;7;;9;9;11;9;
280406;7. klassetrin;Ikke-vestlig;18;21;25;16;27;28;16;28;26;21;12;24;25;
280407;7. klassetrin;Ikke-vestlig;33;36;49;32;30;33;28;15;26;36;28;32;22;
280409;7. klassetrin;Ikke-vestlig;14;10;12;13;10;6;15;13;15;18;13;9;8;
280411;7. klassetrin;Ikke-vestlig;6;7;;;;;;;;;;;;
280415;7. klassetrin;Ikke-vestlig;25;29;36;24;25;36;28;30;34;28;39;30;31;
280416;7. klassetrin;Ikke-vestlig;18;13;12;18;11;20;17;17;20;20;17;24;21;
280417;7. klassetrin;Ikke-vestlig;6;;9;6;;5;8;;;;;;6;
280418;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280419;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280425;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280434;7. klassetrin;Ikke-vestlig;;;;;;9;6;;15;10;8;14;7;
280456;7. klassetrin;Ikke-vestlig;;;;;;;;10;;9;;;8;
280457;7. klassetrin;Ikke-vestlig;;;;;;;;;6;;8;6;6;
280458;7. klassetrin;Ikke-vestlig;12;13;13;18;6;23;33;41;41;16;19;12;9;
280462;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280468;7. klassetrin;Ikke-vestlig;;;;;;14;22;19;;;;;;
280471;7. klassetrin;Ikke-vestlig;;;;;;21;30;19;16;15;15;15;13;
280472;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280474;7. klassetrin;Ikke-vestlig;;;;;;;;9;12;12;8;5;19;
280481;7. klassetrin;Ikke-vestlig;;;;;;;;;;8;;;6;
280494;7. klassetrin;Ikke-vestlig;;8;5;;5;5;6;7;;10;8;7;5;
280495;7. klassetrin;Ikke-vestlig;7;14;18;19;11;10;11;17;17;14;18;14;18;
280496;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280497;7. klassetrin;Ikke-vestlig;8;7;5;7;7;5;6;9;7;5;13;14;11;
280505;7. klassetrin;Ikke-vestlig;;;;8;7;5;;;;;9;;5;
280506;7. klassetrin;Ikke-vestlig;;;5;;;;5;;5;7;10;;7;
280524;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;15;11;
280540;7. klassetrin;Ikke-vestlig;;;;;;;5;11;6;;8;7;8;
280542;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280545;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280551;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280552;7. klassetrin;Ikke-vestlig;;;;;;;;9;;;;;;
280562;7. klassetrin;Ikke-vestlig;19;17;20;13;23;32;15;36;24;23;31;21;23;
280563;7. klassetrin;Ikke-vestlig;10;5;7;5;7;8;10;14;12;9;7;11;6;
280564;7. klassetrin;Ikke-vestlig;20;15;12;15;21;15;21;18;15;11;23;19;17;
280565;7. klassetrin;Ikke-vestlig;;;9;;8;9;;6;;10;9;8;6;
280567;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280595;7. klassetrin;Ikke-vestlig;;;;;18;11;17;15;18;18;17;23;21;
280596;7. klassetrin;Ikke-vestlig;9;;5;5;6;;;;8;6;8;6;9;
280597;7. klassetrin;Ikke-vestlig;;;;;;5;;5;;;;;;
280598;7. klassetrin;Ikke-vestlig;6;7;10;5;9;;5;;5;5;6;5;6;
280616;7. klassetrin;Ikke-vestlig;15;13;10;15;15;17;26;16;15;16;25;18;20;
280617;7. klassetrin;Ikke-vestlig;31;35;43;27;37;36;32;28;23;29;26;34;30;
280618;7. klassetrin;Ikke-vestlig;27;21;22;34;16;35;33;40;27;32;51;34;32;
280619;7. klassetrin;Ikke-vestlig;6;5;;5;6;;10;15;19;10;15;9;14;
280620;7. klassetrin;Ikke-vestlig;;;;;;;6;;6;;8;11;10;
280621;7. klassetrin;Ikke-vestlig;7;7;7;12;6;5;8;;5;6;;6;;
280622;7. klassetrin;Ikke-vestlig;;;;;5;;;;;;;5;;
280626;7. klassetrin;Ikke-vestlig;13;10;19;8;17;11;12;18;16;20;14;22;20;
280627;7. klassetrin;Ikke-vestlig;5;;;11;5;5;6;14;5;14;22;24;16;
280628;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280629;7. klassetrin;Ikke-vestlig;;;;;;;;;6;;6;7;;
280631;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280633;7. klassetrin;Ikke-vestlig;;;;;;;;14;10;13;15;21;18;
280634;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280638;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280643;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280656;7. klassetrin;Ikke-vestlig;;;;;;;;;5;6;7;9;5;
280679;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280680;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280686;7. klassetrin;Ikke-vestlig;9;7;14;12;10;7;10;10;10;9;13;11;17;
280704;7. klassetrin;Ikke-vestlig;;;;;;;;;7;9;9;9;5;
280705;7. klassetrin;Ikke-vestlig;11;;11;10;5;23;12;12;18;15;12;16;14;
280706;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
280707;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
280744;7. klassetrin;Ikke-vestlig;7;6;;8;9;5;6;9;8;8;16;13;12;
280745;7. klassetrin;Ikke-vestlig;8;17;16;21;25;28;21;18;30;30;21;30;23;
280746;7. klassetrin;Ikke-vestlig;;5;;;;;;;;;;;;
280747;7. klassetrin;Ikke-vestlig;7;5;6;8;10;7;8;5;8;8;7;9;10;
280748;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280749;7. klassetrin;Ikke-vestlig;11;10;13;13;16;12;16;22;27;25;20;14;17;
280760;7. klassetrin;Ikke-vestlig;5;;8;;6;13;14;6;10;18;7;17;16;
280804;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280805;7. klassetrin;Ikke-vestlig;9;10;11;14;6;13;12;8;11;15;12;16;14;
280806;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280810;7. klassetrin;Ikke-vestlig;;;;;;;;;;8;12;10;11;
280818;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280825;7. klassetrin;Ikke-vestlig;;;;;;;;;;21;19;21;12;
280855;7. klassetrin;Ikke-vestlig;;;;5;5;5;;6;8;6;;5;;
280856;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280934;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
280937;7. klassetrin;Ikke-vestlig;6;9;10;8;5;7;5;6;7;;8;10;9;
280980;7. klassetrin;Ikke-vestlig;27;33;48;57;48;35;45;36;26;31;25;35;32;
281011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281013;7. klassetrin;Ikke-vestlig;;;;;;;;;;6;;5;;
281054;7. klassetrin;Ikke-vestlig;6;;;11;8;11;;;;;;;;
281070;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;20;16;
281211;7. klassetrin;Ikke-vestlig;;5;;;5;6;;;;;7;8;;
281212;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281293;7. klassetrin;Ikke-vestlig;;;;;;5;;;;;;;;
281294;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281401;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;37;
281402;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281405;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;10;
281406;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;13;
281407;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;6;
281437;7. klassetrin;Ikke-vestlig;8;7;10;5;6;8;;13;7;16;19;11;7;
281474;7. klassetrin;Ikke-vestlig;;;;;;;;11;;6;19;12;18;
281481;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;6;
281532;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281584;7. klassetrin;Ikke-vestlig;;5;6;;6;13;;6;6;;7;9;;
281603;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281607;7. klassetrin;Ikke-vestlig;12;16;16;15;15;17;17;20;19;16;24;15;10;
281608;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281610;7. klassetrin;Ikke-vestlig;;;;;;;;;;;6;;;
281611;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281612;7. klassetrin;Ikke-vestlig;;;;;;11;;;7;7;;9;;
281613;7. klassetrin;Ikke-vestlig;7;7;7;6;12;8;9;15;18;10;11;12;10;
281615;7. klassetrin;Ikke-vestlig;6;9;15;14;18;16;11;18;21;20;13;16;16;
281616;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
281618;7. klassetrin;Ikke-vestlig;20;29;35;30;25;31;30;28;36;36;30;34;32;
301004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
301007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
303001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
303003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
307901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
309001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
311001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
315007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
315011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;6;
315012;7. klassetrin;Ikke-vestlig;;;;;;;;;10;;5;;;
315013;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
316003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
316007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
317001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
319002;7. klassetrin;Ikke-vestlig;;;;;;6;;;;;;;;
319007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
321901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
323001;7. klassetrin;Ikke-vestlig;;;;;;;7;7;5;8;6;;11;
323003;7. klassetrin;Ikke-vestlig;12;5;;6;6;6;5;5;9;11;7;8;11;
323016;7. klassetrin;Ikke-vestlig;14;16;11;15;16;23;20;25;17;24;14;19;15;
323901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
323902;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
325001;7. klassetrin;Ikke-vestlig;5;;10;6;14;14;10;16;22;10;13;14;10;
325003;7. klassetrin;Ikke-vestlig;;;;;;;6;;9;9;9;11;12;
325005;7. klassetrin;Ikke-vestlig;;;;;;;5;;;;;;;
325006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
325901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
327001;7. klassetrin;Ikke-vestlig;5;;6;;;;;;;;;;;
327004;7. klassetrin;Ikke-vestlig;;5;;;;;;;;;;;;
329012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
329013;7. klassetrin;Ikke-vestlig;11;10;10;7;;;;;;;;;;
329015;7. klassetrin;Ikke-vestlig;20;12;12;12;;;;;;;;;;
329016;7. klassetrin;Ikke-vestlig;25;9;14;9;;;;;;;;;;
329017;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
329018;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
329901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
331003;7. klassetrin;Ikke-vestlig;;;;;7;;7;;;;5;;;
331007;7. klassetrin;Ikke-vestlig;6;;;5;9;6;;6;8;8;10;7;5;
333004;7. klassetrin;Ikke-vestlig;7;7;10;19;16;21;22;14;17;19;16;16;13;
333005;7. klassetrin;Ikke-vestlig;7;16;15;13;22;18;10;20;19;17;17;18;14;
333006;7. klassetrin;Ikke-vestlig;22;26;27;9;;;;;;;;;;
333011;7. klassetrin;Ikke-vestlig;10;12;10;14;15;15;10;16;17;16;17;13;16;
333014;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
333015;7. klassetrin;Ikke-vestlig;10;16;13;17;15;13;12;10;21;13;17;9;18;
335002;7. klassetrin;Ikke-vestlig;;7;;;;;;;;6;;;;
335003;7. klassetrin;Ikke-vestlig;;;6;;;;;;;5;;;;
335005;7. klassetrin;Ikke-vestlig;5;;;;;;;;;6;5;5;7;
335006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
337004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
339004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;6;;;
341002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
341003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
341030;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
343002;7. klassetrin;Ikke-vestlig;;;;;;;;12;5;9;7;6;;
343007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;5;
345004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
345007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
360002;7. klassetrin;Ikke-vestlig;7;;;;;;;;;;;;;
360005;7. klassetrin;Ikke-vestlig;9;5;;;;;;;;;;;;
363009;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
365008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
367001;7. klassetrin;Ikke-vestlig;14;28;12;17;17;11;8;7;17;14;23;15;22;
367005;7. klassetrin;Ikke-vestlig;;;;6;;;;;8;;5;;5;
367006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
369002;7. klassetrin;Ikke-vestlig;;7;;9;5;9;10;8;13;20;12;19;13;
369004;7. klassetrin;Ikke-vestlig;5;;;;;;;;;;;;;
369005;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;5;
369008;7. klassetrin;Ikke-vestlig;;;;;;6;;;;;;;;
369009;7. klassetrin;Ikke-vestlig;10;14;8;8;10;15;16;16;20;15;15;8;26;
369010;7. klassetrin;Ikke-vestlig;;;;;;;;;;;6;;;
369011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
369018;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
371004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
373006;7. klassetrin;Ikke-vestlig;5;5;;;;;;;;;;;;
373017;7. klassetrin;Ikke-vestlig;9;;;;;;;;;;;;;
373018;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
373024;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
373032;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
375001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;5;;;
375003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
375004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
383002;7. klassetrin;Ikke-vestlig;;5;;;;;;;;;;;;
387005;7. klassetrin;Ikke-vestlig;;6;;;;;5;;;;;;5;
389008;7. klassetrin;Ikke-vestlig;5;;;;;;;;;;5;8;;
391003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
400001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
400014;7. klassetrin;Ikke-vestlig;;;;;5;;;;;;;;5;
400018;7. klassetrin;Ikke-vestlig;;;;;;;;;5;;;;;
400020;7. klassetrin;Ikke-vestlig;5;7;5;;;6;8;9;;7;8;8;;
400021;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
400037;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
400041;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
400042;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
421003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
421007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
421009;7. klassetrin;Ikke-vestlig;10;6;;7;6;6;10;13;8;7;16;9;9;
423001;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;;;;
427010;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
429002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
429006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
430210;7. klassetrin;Ikke-vestlig;;;;;;;;;;7;;;;
431007;7. klassetrin;Ikke-vestlig;;;;;6;;;;;;;;;
431011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
431012;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
433003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
437002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
439003;7. klassetrin;Ikke-vestlig;;;;5;;;;;;;;;;
439006;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
439007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
441002;7. klassetrin;Ikke-vestlig;5;;;;;;;;;7;;;5;
443002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
445002;7. klassetrin;Ikke-vestlig;;;5;;;;;;;;;;;
445003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
445004;7. klassetrin;Ikke-vestlig;;5;;;6;6;5;10;5;;6;7;9;
445005;7. klassetrin;Ikke-vestlig;9;5;7;;7;;6;7;7;;5;;;
445008;7. klassetrin;Ikke-vestlig;;;;;;;5;;;;;;6;
445009;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
445010;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
445901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
447001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
449002;7. klassetrin;Ikke-vestlig;5;6;13;7;6;7;5;;14;7;5;7;8;
449007;7. klassetrin;Ikke-vestlig;8;14;10;6;5;8;11;;10;13;16;10;11;
449008;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
449009;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
449011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
449903;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
451002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
451003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461001;7. klassetrin;Ikke-vestlig;7;;7;10;9;13;9;6;8;10;6;7;10;
461003;7. klassetrin;Ikke-vestlig;13;8;13;14;9;5;5;8;6;7;5;9;7;
461004;7. klassetrin;Ikke-vestlig;21;;;;;;;;;;;;;
461007;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461008;7. klassetrin;Ikke-vestlig;5;5;;12;;;5;;;5;8;5;;
461009;7. klassetrin;Ikke-vestlig;;;;;6;5;;;;5;;;5;
461010;7. klassetrin;Ikke-vestlig;5;;13;10;6;;5;8;7;7;8;;10;
461011;7. klassetrin;Ikke-vestlig;10;14;15;;;;;;;;;;;
461013;7. klassetrin;Ikke-vestlig;;;;7;;;;;;;10;;6;
461014;7. klassetrin;Ikke-vestlig;34;32;47;45;36;45;26;29;40;28;28;24;28;
461015;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;5;;
461017;7. klassetrin;Ikke-vestlig;;9;5;7;;9;15;17;11;14;17;6;11;
461018;7. klassetrin;Ikke-vestlig;;;;;;;;;;10;;;;
461019;7. klassetrin;Ikke-vestlig;16;14;8;12;8;13;19;11;18;21;18;16;20;
461020;7. klassetrin;Ikke-vestlig;;;;;;;5;5;;;;;;
461021;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461022;7. klassetrin;Ikke-vestlig;35;33;27;22;24;22;20;10;23;17;21;28;23;
461023;7. klassetrin;Ikke-vestlig;;9;;5;8;5;7;9;5;;;7;6;
461024;7. klassetrin;Ikke-vestlig;7;;;;5;;6;9;6;7;;10;8;
461025;7. klassetrin;Ikke-vestlig;20;23;22;25;26;23;25;18;21;23;22;25;17;
461026;7. klassetrin;Ikke-vestlig;;;;;5;;;5;;;;5;;
461030;7. klassetrin;Ikke-vestlig;;;;8;7;7;;5;;8;8;8;13;
461031;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461032;7. klassetrin;Ikke-vestlig;12;14;11;14;11;10;9;9;9;14;9;13;10;
461034;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461035;7. klassetrin;Ikke-vestlig;8;5;16;11;12;10;20;24;32;12;6;10;8;
461038;7. klassetrin;Ikke-vestlig;15;20;18;26;24;33;28;29;27;27;29;20;21;
461039;7. klassetrin;Ikke-vestlig;37;34;34;52;71;53;57;44;36;36;34;34;49;
461040;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461041;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461042;7. klassetrin;Ikke-vestlig;;;;;5;;5;8;10;6;;6;12;
461043;7. klassetrin;Ikke-vestlig;;;;;;;;6;6;;;;;
461044;7. klassetrin;Ikke-vestlig;;;;7;;;;;;;;;;
461045;7. klassetrin;Ikke-vestlig;10;11;7;9;11;;5;;9;6;6;7;;
461053;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461054;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461058;7. klassetrin;Ikke-vestlig;37;35;26;;;;;;;;;;;
461060;7. klassetrin;Ikke-vestlig;;5;;;;;;;;;;;;
461064;7. klassetrin;Ikke-vestlig;8;6;8;13;8;8;8;;7;7;11;7;6;
461068;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461070;7. klassetrin;Ikke-vestlig;;;;;14;23;17;15;23;22;11;22;14;
461075;7. klassetrin;Ikke-vestlig;24;24;21;33;18;31;27;23;27;33;19;23;17;
461076;7. klassetrin;Ikke-vestlig;;;;8;;;;;;;;;5;
461078;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461109;7. klassetrin;Ikke-vestlig;;;;;;9;;5;5;;;;;
461211;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
461901;7. klassetrin;Ikke-vestlig;;;;;6;;;;;;;;;
471008;7. klassetrin;Ikke-vestlig;;;;;5;;;6;11;12;10;;10;
473009;7. klassetrin;Ikke-vestlig;;;;;;;7;;5;;5;5;8;
473014;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
473020;7. klassetrin;Ikke-vestlig;5;;;7;;;;;;;7;5;8;
473021;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
477001;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
479003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
479007;7. klassetrin;Ikke-vestlig;8;14;13;;;;;;;;;;;
479008;7. klassetrin;Ikke-vestlig;;;;;7;;;;10;5;6;7;8;
479011;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
479012;7. klassetrin;Ikke-vestlig;8;8;5;;;;;;;;;;;
479013;7. klassetrin;Ikke-vestlig;;;;;;;5;;;;;;;
479014;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
479019;7. klassetrin;Ikke-vestlig;19;14;12;;;;;;;;;;;
479901;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
482002;7. klassetrin;Ikke-vestlig;;;;;;;;;;14;;7;8;
483002;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;5;
483003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
483004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;8;
485003;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
485004;7. klassetrin;Ikke-vestlig;;;;;;;;;;;;;;
489002;7. klassetrin;Ikke-vestlig;;;;;;;;;;5;;;6;
